Card ID,Data_Collector,Field ID,Date Placed,Date Collected,Tillage,Planting,Fertilizer,Insecticide,Herbicide,Comments,Manure,Manure Type,Application date,Application rate,Cover crop termination date,Cover crop termination method,Tillage date for main field,Tillage dates for the no-cover,Tillage practice,Planting date,Crop Type,Seed Variety,Seed Treatment,Risk Assessment,Overwintering,Pruning,Harvest,Snow/Frost,Time From Corn Harvest,Time From Manure Application
7170,Alexa Stratton,OLE_FIE_IN,10/25/2023,11/1/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,3,
7171,Alexa Stratton,IND_ORC_OUT_1,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-3,
7172,Alexa Stratton,IND_ORC_IN_1,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-3,
7173,Alexa Stratton,IND_ORC_OUT_2,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-3,
7174,Alexa Stratton,IND_ORC_IN_2,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-3,
7175,Alexa Stratton,EVE_ORC_OUT,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7176,Alexa Stratton,EVE_ORC_IN,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7177,Alexa Stratton,EVE_FIE_OUT,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7178,Alexa Stratton,EVE_FIE_IN,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7179,Alexa Stratton,EVE_FOR_OUT,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7180,Alexa Stratton,EVE_FOR_IN,11/2/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7181,Alexa Stratton,GRS_ORC_OUT,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7182,Alexa Stratton,GRS_ORC_IN,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7183,Alexa Stratton,GRS_FIE_OUT,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7184,Alexa Stratton,GRS_FIE_IN,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7185,Alexa Stratton,GRN_ORC_OUT,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,3,
7186,Alexa Stratton,GRN_ORC_IN,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,3,
7187,Alexa Stratton,GRN_FIE_OUT,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,3,
7188,Alexa Stratton,GRN_FIE_IN,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,3,
7189,Alexa Stratton,KIR_ORC_OUT,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,11,
7190,Alexa Stratton,KIR_ORC_IN,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,11,
7191,Alexa Stratton,KIR_FOR_OUT,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,11,
7192,Alexa Stratton,KIR_FOR_IN,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,11,
7193,Alexa Stratton,KIR_FIE_OUT,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,11,
7194,Alexa Stratton,KIR_FIE_IN,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,11,
7195,Alexa Stratton,OLE_FOR_OUT,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,4,
7196,Alexa Stratton,OLE_FOR_IN,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,4,
7197,Alexa Stratton,OLE_FIE_OUT,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,4,
7198,Alexa Stratton,OLE_FIE_IN,11/1/2023,11/8/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,4,
7199,Alexa Stratton,IND_ORC_OUT_1,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-2,
7200,Alexa Stratton,IND_ORC_IN_1,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-2,
7201,Alexa Stratton,IND_ORC_OUT_2,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-2,
7202,Alexa Stratton,IND_ORC_IN_2,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-2,
7203,Alexa Stratton,EVE_ORC_OUT,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7204,Alexa Stratton,EVE_ORC_IN,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7205,Alexa Stratton,EVE_FIE_OUT,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7206,Alexa Stratton,EVE_FIE_IN,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7207,Alexa Stratton,EVE_FOR_OUT,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7208,Alexa Stratton,EVE_FOR_IN,11/8/2023,11/16/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7209,Alexa Stratton,GRS_ORC_OUT,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7210,Alexa Stratton,GRS_ORC_IN,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7211,Alexa Stratton,GRS_FIE_OUT,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7212,Alexa Stratton,GRS_FIE_IN,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7213,Alexa Stratton,GRN_ORC_OUT,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,4,
7214,Alexa Stratton,GRN_ORC_IN,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,4,
7215,Alexa Stratton,GRN_FIE_OUT,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,4,
7216,Alexa Stratton,GRN_FIE_IN,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,4,
7217,Alexa Stratton,KIR_ORC_OUT,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,12,
7218,Alexa Stratton,KIR_ORC_IN,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,12,
7219,Alexa Stratton,KIR_FOR_OUT,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,12,
7220,Alexa Stratton,KIR_FOR_IN,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,12,
7221,Alexa Stratton,KIR_FIE_OUT,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,12,
7222,Alexa Stratton,KIR_FIE_IN,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,12,
7223,Alexa Stratton,OLE_FOR_OUT,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7224,Alexa Stratton,OLE_FOR_IN,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7225,Alexa Stratton,OLE_FIE_OUT,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7226,Alexa Stratton,OLE_FIE_IN,11/8/2023,11/15/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7227,Shea Crowther,IND_ORC_OUT_1,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-1,
7228,Shea Crowther,IND_ORC_IN_1,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-1,
7229,Shea Crowther,IND_ORC_OUT_2,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-1,
7230,Shea Crowther,IND_ORC_IN_2,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,-1,
7231,Shea Crowther,EVE_ORC_OUT,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7232,Shea Crowther,EVE_ORC_IN,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7233,Shea Crowther,EVE_FIE_OUT,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7234,Shea Crowther,EVE_FIE_IN,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7235,Shea Crowther,EVE_FOR_OUT,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7236,Shea Crowther,EVE_FOR_IN,11/16/2023,11/22/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,7,
7237,Alexa Stratton,GRS_ORC_OUT,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7238,Alexa Stratton,GRS_ORC_IN,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7239,Alexa Stratton,GRS_FIE_OUT,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7240,Alexa Stratton,GRS_FIE_IN,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7241,Alexa Stratton,GRN_ORC_OUT,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7242,Alexa Stratton,GRN_ORC_IN,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7243,Alexa Stratton,GRN_FIE_OUT,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7244,Alexa Stratton,GRN_FIE_IN,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,5,
7245,Alexa Stratton,KIR_ORC_OUT,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,13,
7246,Alexa Stratton,KIR_ORC_IN,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,13,
7247,Alexa Stratton,KIR_FOR_OUT,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,13,
7248,Alexa Stratton,KIR_FOR_IN,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,13,
7249,Alexa Stratton,KIR_FIE_OUT,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,13,
7250,Alexa Stratton,KIR_FIE_IN,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,13,
7251,Alexa Stratton,OLE_FOR_OUT,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7252,Alexa Stratton,OLE_FOR_IN,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7253,Alexa Stratton,OLE_FIE_OUT,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7254,Alexa Stratton,OLE_FIE_IN,11/15/2023,11/21/2023,No,No,No,No,No,,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7255,Alexa Stratton,IND_ORC_OUT_1,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,0,
7256,Alexa Stratton,IND_ORC_IN_1,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,0,
7257,Alexa Stratton,IND_ORC_OUT_2,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,0,
7258,Alexa Stratton,IND_ORC_IN_2,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,0,
7259,Alexa Stratton,EVE_ORC_OUT,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7260,Alexa Stratton,EVE_ORC_IN,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7261,Alexa Stratton,EVE_FIE_OUT,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7262,Alexa Stratton,EVE_FIE_IN,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7263,Alexa Stratton,EVE_FOR_OUT,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7264,Alexa Stratton,EVE_FOR_IN,11/22/2023,11/30/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,8,
7265,Alexa Stratton,GRS_ORC_OUT,11/21/2023,11/29/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,9,
7266,Alexa Stratton,GRS_ORC_IN,11/21/2023,11/29/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,9,
7267,Alexa Stratton,GRS_FIE_OUT,11/21/2023,11/29/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,9,
7268,Alexa Stratton,GRS_FIE_IN,11/21/2023,11/29/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,9,
7269,Alexa Stratton,GRN_ORC_OUT,11/21/2023,11/29/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
7270,Alexa Stratton,GRN_ORC_IN,11/21/2023,11/29/2023,No,No,No,No,No,Removed Cards,No,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,Y,N,N,Y,6,
